City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
209,enewetak,11.3474,162.3373,27.39,79,87,7.54,MH,1683325308
210,nuevitas,21.5453,-77.2644,28.31,69,1,6.21,CU,1683325309
211,hondo,32.45,130.2,19.74,92,100,7.16,JP,1683325309
212,udachny,66.4167,112.4,-0.86,92,100,2.69,RU,1683325309
213,east london,-33.0153,27.9116,19.93,82,34,7.09,ZA,1683325309
214,holualoa,19.6228,-155.9522,26.42,76,75,5.14,US,1683325309
215,yadgir,16.7667,77.1333,25.89,70,93,1.51,IN,1683325310
216,plettenberg bay,-34.0527,23.3716,15.92,78,1,2.72,ZA,1683325310
217,ghat,24.9647,10.1728,25.24,13,30,2.8,LY,1683325310
218,dubbo,-32.25,148.6167,6.07,93,11,3.09,AU,1683325310
219,lashio,22.9333,97.75,20.0,69,29,0.46,MM,1683325311
220,alaghsas,17.0187,8.0168,32.34,10,4,3.95,NE,1683325311
221,ulaangom,49.9811,92.0667,2.85,29,0,1.58,MN,1683325311
222,iskateley,67.6803,53.1512,-4.66,96,99,3.11,RU,1683325311
223,nova sintra,14.8667,-24.7167,21.31,77,4,10.94,CV,1683325312
224,volksrust,-27.3654,29.8818,12.24,62,75,1.74,ZA,1683325312
225,matadi,-5.8167,13.45,23.93,96,97,0.43,CD,1683325312
226,san juan,-31.5375,-68.5364,19.07,33,2,3.75,AR,1683325312
227,ulsteinvik,62.3432,5.8487,8.75,54,99,3.13,NO,1683325313
228,andreyevo,55.9465,41.1505,0.09,77,6,1.73,RU,1683325313
229,ar ruways,24.1103,52.7306,23.72,60,0,5.09,AE,1683325313
230,nagqu,31.5,92.0,-3.5,92,97,0.88,CN,1683325313
231,'alaqahdari dishu,30.4374,63.313,22.42,25,0,6.86,AF,1683325313
232,constantia,44.1833,28.65,10.39,74,37,3.6,RO,1683325202
233,ain sukhna,29.6002,32.3167,21.13,44,0,3.33,EG,1683325314
234,olyokminsk,60.3736,120.4264,3.17,87,100,2.79,RU,1683325314
235,tazacorte,28.629,-17.9293,20.54,87,0,9.26,ES,1683325314
236,nabire,-3.3667,135.4833,25.56,88,100,1.41,ID,1683325314
237,belmonte,-15.8631,-38.8828,24.76,82,2,3.61,BR,1683325315
238,yarmouth,41.7057,-70.2286,12.86,62,0,2.57,US,1683325315
239,abengourou,6.7297,-3.4964,23.45,96,42,1.42,CI,1683325315
240,porto novo,6.4965,2.6036,28.9,79,72,2.2,BJ,1683325315
241,belokurikha,51.9959,84.9896,7.15,69,82,2.56,RU,1683325316
242,saint-leu,-21.15,55.2833,22.48,90,6,0.63,RE,1683325316
243,ruidoso,33.3317,-105.673,22.81,10,0,12.35,US,1683325316
244,mont-dore,-22.2833,166.5833,25.99,99,86,3.03,NC,1683325316
245,nasipit,8.9692,125.2947,24.07,91,95,1.91,PH,1683325317
246,godda,24.8333,87.2167,27.14,38,0,1.92,IN,1683325317
247,tolanaro,-25.0319,46.9987,24.04,83,20,5.14,MG,1683325317
248,al-hamdaniya,36.2715,43.3737,20.49,26,68,1.48,IQ,1683325318
249,dudinka,69.4058,86.1778,-11.32,94,100,3.66,RU,1683325318
250,san angelo,31.4638,-100.437,38.12,18,20,4.92,US,1683325318
251,khilok,51.3674,110.4676,-0.13,69,19,1.53,RU,1683325319
252,opuwo,-18.0607,13.84,19.38,43,10,2.95,NA,1683325319
253,new norfolk,-42.7826,147.0587,6.51,81,11,0.45,AU,1683325319
254,victoria point,-27.5833,153.3,20.66,83,2,2.3,AU,1683325320
255,hawaiian paradise park,19.5933,-154.9731,26.73,71,40,5.14,US,1683325320
256,kargasok,59.0556,80.8572,7.06,89,85,2.58,RU,1683325320
257,qianzhou,28.3167,109.7167,19.16,97,100,4.8,CN,1683325320
258,dalhart,36.0595,-102.5133,30.01,7,0,9.77,US,1683325321
259,san juan de miraflores,-12.1629,-76.9635,24.54,74,98,3.58,PE,1683325321
260,juruti,-2.1522,-56.0922,25.09,90,27,1.58,BR,1683325321
261,hampstead,42.8745,-71.1812,17.82,56,0,2.57,US,1683325321
262,grande-synthe,51.0154,2.2998,13.34,44,0,2.68,FR,1683325321
263,sampang,-7.1872,113.2394,26.47,85,79,2.22,ID,1683325322
264,san andres,12.5847,-81.7006,30.01,70,40,7.2,CO,1683325322
265,quellon,-43.1167,-73.6167,11.14,100,100,0.0,CL,1683325322
266,prainha,-1.8,-53.48,25.31,85,72,1.51,BR,1683325322
267,gisborne,-38.6533,178.0042,17.69,78,98,2.62,NZ,1683325323
268,black point,-34.6187,137.8972,12.96,60,78,6.9,AU,1683325323
269,barra dos coqueiros,-10.9089,-37.0386,26.01,83,100,4.63,BR,1683325323
270,kojetin,49.3518,17.3021,15.21,76,97,1.14,CZ,1683325323
271,lobujya,27.95,86.8167,-10.9,68,0,1.74,NP,1683325324
272,kirensk,57.7853,108.1119,3.86,88,100,5.54,RU,1683325324
273,page,36.9147,-111.4558,19.71,20,75,7.15,US,1683325324
274,hirara,24.8,125.2833,26.15,94,75,4.63,JP,1683325325
275,hadibu,12.65,54.0333,28.75,79,81,3.27,YE,1683325325
276,daru,-9.0763,143.2092,26.45,91,100,5.93,PG,1683325325
277,katabu,-4.9333,122.5167,23.83,94,99,0.8,ID,1683325325
278,haiku-pauwela,20.9219,-156.3051,28.01,56,40,10.8,US,1683325326
279,corner brook,48.9667,-57.9484,10.09,81,60,1.54,CA,1683325326
280,buka,40.8108,69.1986,14.89,35,100,4.21,UZ,1683325326
281,vernal,40.4555,-109.5287,17.03,20,75,5.14,US,1683325314
282,saipan,15.1355,145.701,28.39,100,20,7.2,MP,1683325214
283,belyy yar,53.6039,91.3903,7.94,49,40,1.0,RU,1683325327
284,hamilton,39.1834,-84.5333,24.13,36,0,4.12,US,1683325327
285,harlingen,26.1906,-97.6961,32.05,78,0,5.66,US,1683325212
286,letlhakeng,-24.0944,25.0298,21.65,37,61,1.89,BW,1683325327
287,arteche,12.2645,125.4048,25.84,85,69,1.11,PH,1683325328
288,malanje,-9.5402,16.341,18.23,89,77,1.61,AO,1683325328
289,albertina,-22.2008,-46.6158,17.84,85,17,1.64,BR,1683325328
290,acajutla,13.5928,-89.8275,31.2,60,100,2.59,SV,1683325328
291,codrington,-38.2667,141.9667,9.47,72,94,4.66,AU,1683325329
292,rafaela,-31.2503,-61.4867,15.56,73,100,1.79,AR,1683325329
293,kuopio,62.8924,27.677,-0.03,77,0,3.09,FI,1683325329
294,bamboo flat,11.7,92.7167,28.25,76,87,1.82,IN,1683325329
295,colac,-38.3333,143.5833,7.69,85,95,1.5,AU,1683325330
296,howard springs,-12.497,131.047,26.04,96,93,1.92,AU,1683325330
297,north bend,43.4065,-124.2243,15.13,84,100,5.14,US,1683325330
298,sao felix do xingu,-6.6447,-51.995,22.97,98,92,1.01,BR,1683325330
299,essaouira,31.5125,-9.77,18.72,83,100,3.09,MA,1683325331
300,korla,41.7597,86.1469,4.16,87,100,2.48,CN,1683325331
301,yorosso,12.3536,-4.7761,32.53,29,62,0.21,ML,1683325331
302,dolores,-36.3132,-57.6792,13.59,92,59,3.3,AR,1683325227
303,norilsk,69.3535,88.2027,-11.43,95,100,3.6,RU,1683325331
304,bryne,58.7354,5.6477,9.41,40,0,3.6,NO,1683325332
305,georgetown,5.4112,100.3354,26.96,93,40,0.0,MY,1683325286
306,egilsstadir,65.2653,-14.3948,5.95,70,0,6.17,IS,1683325332
307,yorkton,51.2167,-102.4677,16.91,34,75,10.29,CA,1683325332
308,yangshuo,24.7808,110.4897,24.07,96,14,1.65,CN,1683325333
309,polyarnyy,69.1989,33.4478,-1.24,90,100,2.71,RU,1683325333
310,sao joao da barra,-21.6403,-41.0511,23.05,84,29,3.91,BR,1683325333
311,kropyvnytskyi,48.5132,32.2597,9.74,86,88,3.92,UA,1683325333
312,songyuan,45.1171,124.8568,10.39,33,0,2.43,CN,1683325334
313,lagoa vermelha,-28.2086,-51.5258,18.22,97,100,0.79,BR,1683325334
314,traverse city,44.7631,-85.6206,17.22,72,100,0.0,US,1683325045
315,isetskoye,56.4858,65.3226,11.62,41,78,3.55,RU,1683325334
316,strezhevoy,60.7333,77.5889,1.94,94,100,1.38,RU,1683325334
317,severo-yeniseyskiy,60.3725,93.0408,2.9,98,100,3.45,RU,1683325335
318,ardakan,32.31,54.0175,18.02,16,0,0.89,IR,1683325335
319,muroto-misakicho,33.2833,134.15,19.8,85,97,5.51,JP,1683325335
320,kerikeri,-35.2268,173.9474,18.05,93,100,3.98,NZ,1683325138
321,alice springs,-23.7,133.8833,10.75,66,99,3.46,AU,1683325208
322,kavaratti,10.5669,72.642,28.35,71,94,3.23,IN,1683325336
323,siwa oasis,29.2041,25.5195,21.33,45,41,6.39,EG,1683325336
324,kaiapoi,-43.3783,172.6401,19.15,57,100,3.6,NZ,1683325336
325,asuncion nochixtlan,17.4667,-97.2333,27.26,21,92,2.94,MX,1683325337
326,tahoua,14.8888,5.2692,32.81,22,29,0.84,NE,1683325337
327,hermoso campo,-27.6082,-61.3444,17.84,98,100,3.02,AR,1683325337
328,jalai nur,49.45,117.7,8.45,26,100,1.1,CN,1683325337
329,prince rupert,54.3161,-130.3201,8.05,93,100,3.6,CA,1683325338
330,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,94,20,0.51,ID,1683325338
331,latakia,35.5148,35.7768,20.1,85,98,4.1,SY,1683325338
332,howrah,22.5892,88.3103,29.0,74,40,2.06,IN,1683325338
333,nova olimpia,-14.7972,-57.2881,24.38,73,0,1.05,BR,1683325339
334,thunder bay,48.4001,-89.3168,9.99,71,75,5.66,CA,1683325085
335,ola,59.5833,151.2833,-0.01,81,98,0.99,RU,1683325339
336,port douglas,-16.4833,145.4667,24.32,74,10,3.59,AU,1683325339
337,bomdila,27.25,92.4,8.74,91,32,1.61,IN,1683325339
338,sarmiento,-45.5882,-69.07,15.41,55,88,4.92,AR,1683325340
339,chulakkurgan,43.765,69.1814,8.75,31,70,3.51,KZ,1683325340
340,kruisfontein,-34.0033,24.7314,13.36,88,1,2.1,ZA,1683325340
341,carbonear,47.7332,-53.2148,3.97,72,41,10.11,CA,1683325340
342,vila velha,-20.3297,-40.2925,25.53,86,20,1.03,BR,1683325341
343,axim,4.8699,-2.2405,27.64,80,2,3.2,GH,1683325341
344,la ronge,55.1001,-105.2842,16.14,27,20,6.69,CA,1683325341
345,usogorsk,63.4106,48.6872,0.34,80,89,3.99,RU,1683325341
346,mount pearl,47.5166,-52.7813,3.25,89,75,7.2,CA,1683325342
347,nhamunda,-2.1861,-56.7131,24.81,93,47,1.11,BR,1683325342
348,suntar,62.1444,117.6319,2.43,99,100,4.3,RU,1683325342
349,turtas,58.9417,69.1325,11.7,87,98,2.2,RU,1683325343
350,smyrna,33.884,-84.5144,16.72,83,100,3.09,US,1683325343
351,fuerte olimpo,-21.0415,-57.8738,27.39,63,100,1.37,PY,1683325343
352,leticia,-4.2153,-69.9406,26.03,94,75,2.57,CO,1683325343
353,nueve de julio,-35.4444,-60.8831,18.31,49,99,0.89,AR,1683325344
354,vernon,50.2581,-119.2691,19.31,75,95,2.24,CA,1683325344
355,margate,51.3813,1.3862,12.15,84,2,1.34,GB,1683325158
356,mpumalanga,-26.0,30.0,10.44,56,42,0.83,ZA,1683325344
357,chernomorskoye,45.5039,32.6997,13.21,76,90,2.32,UA,1683325345
358,naifaru,5.4444,73.3657,28.65,75,99,7.98,MV,1683325345
359,ojinaga,29.5667,-104.4167,35.32,15,0,4.63,MX,1683325345
360,coquimbo,-29.9533,-71.3436,15.23,80,92,2.65,CL,1683325346
361,dunedin,-45.8742,170.5036,17.26,99,1,4.02,NZ,1683325346
362,singaraja,-8.112,115.0882,26.67,85,35,1.22,ID,1683325347
363,akureyri,65.6835,-18.0878,7.96,81,0,0.0,IS,1683325347
364,laguna,38.421,-121.4238,19.41,48,75,4.12,US,1683325347
365,motegi,36.5167,140.1833,20.48,60,99,2.95,JP,1683325348
366,palmer,42.1584,-72.3287,16.75,46,40,4.12,US,1683325348
367,nsanje,-16.92,35.262,17.56,82,0,0.29,MW,1683325348
368,palikir - national government center,6.9248,158.1611,29.41,79,100,4.12,FM,1683325348
369,soma,39.1855,27.6094,12.01,94,100,4.98,TR,1683325349
370,urucara,-2.5364,-57.76,24.61,97,38,0.94,BR,1683325349
371,ilebo,-4.3167,20.5833,21.26,97,100,0.66,CD,1683325349
372,carrizo springs,28.5219,-99.8606,39.34,27,0,0.6,US,1683325349
373,bilmak,47.3624,36.6511,12.14,62,19,3.24,UA,1683325350
374,lakheri,25.6667,76.1667,29.17,31,5,1.27,IN,1683325350
375,atlantic city,39.3643,-74.4229,13.88,80,100,2.06,US,1683325134
376,chipata,-13.6333,32.65,13.99,63,0,1.97,ZM,1683325351
377,tondon,10.3667,-13.35,24.55,90,100,0.52,GN,1683325351
378,diekirch,49.8678,6.1558,12.78,73,93,1.57,LU,1683325351
379,orichi,58.4036,49.0572,5.73,95,100,2.21,RU,1683325351
380,ilgaz,40.9251,33.6259,12.4,77,85,2.24,TR,1683325352
381,ormara,25.2088,64.6357,27.02,76,0,6.24,PK,1683325352
382,kili,5.6439,169.1211,27.91,81,68,5.4,MH,1683325352
383,nizhniy odes,63.6445,54.856,0.55,99,100,2.59,RU,1683325352
384,port said,31.2565,32.2841,19.45,78,0,8.56,EG,1683325352
385,sabang,5.8933,95.3214,28.39,77,99,8.91,ID,1683325353
386,slobodskoy,58.7322,50.1772,6.87,93,100,3.14,RU,1683325353
387,puttur,12.7667,75.2167,27.06,85,100,0.68,IN,1683325353
388,krasnogorskiy,54.6025,61.231,11.08,35,78,3.15,RU,1683325353
389,dingli,35.8614,14.3822,17.12,88,0,2.57,MT,1683325354
390,dongcun,36.7767,121.1597,13.64,61,64,5.68,CN,1683325354
391,kilinochchi,9.3961,80.3982,24.49,87,100,1.62,LK,1683325354
392,tabou,4.423,-7.3528,27.24,82,31,4.56,CI,1683325354
393,ploudalmezeau,48.5333,-4.65,13.49,94,100,5.14,FR,1683325354
394,luderitz,-26.6481,15.1594,13.8,79,51,4.31,NA,1683325355
395,aur,8.1499,171.1687,27.36,82,27,7.93,MH,1683325355
396,buckeye,33.3703,-112.5838,28.99,19,0,3.09,US,1683325280
397,dzhangala,49.2167,50.3333,13.66,62,72,0.26,KZ,1683325355
398,illizi,26.4833,8.4667,25.89,13,65,3.74,DZ,1683325356
399,labuan,5.2767,115.2417,27.2,83,20,1.03,MY,1683325356
400,ruwandiz,36.6163,44.5311,15.55,40,31,1.41,IQ,1683325356
401,kisangani,0.5167,25.2,23.33,87,33,0.44,CD,1683325356
402,cova figueira,14.8905,-24.2934,22.03,70,5,8.77,CV,1683325357
403,papao,-17.75,-149.55,29.82,80,100,10.02,PF,1683325357
404,tordesillas,41.5103,-5.0082,14.43,59,15,1.11,ES,1683325357
405,liwale,-9.7667,37.9333,21.08,78,92,0.73,TZ,1683325357
406,mount isa,-20.7333,139.5,18.87,34,68,4.12,AU,1683325357
407,midvagur,62.0511,-7.1939,7.46,93,100,8.75,FO,1683325358
408,ndago,-4.6,34.35,18.27,78,83,2.96,TZ,1683325358
409,orange walk,17.8333,-88.8333,34.06,35,9,4.62,BZ,1683325358
410,north battleford,52.7834,-108.2847,18.56,29,0,11.32,CA,1683325358
411,bowen,-20.0167,148.2333,22.74,72,22,4.88,AU,1683325359
412,conway,35.0887,-92.4421,22.89,47,100,3.09,US,1683325131
413,aleksandrov gay,50.147,48.5704,14.58,70,36,5.26,RU,1683325359
414,bubaque,11.2833,-15.8333,26.46,87,20,6.65,GW,1683325359
415,kone,-21.0595,164.8658,25.04,80,57,2.91,NC,1683325360
416,lompoc,34.6391,-120.4579,18.08,69,20,3.6,US,1683325360
417,mancio lima,-7.6142,-72.8958,27.04,94,75,0.0,BR,1683325360
418,pierre,44.3683,-100.351,24.51,24,0,4.47,US,1683325360
419,abomsa,9.9833,39.9833,22.52,65,100,1.56,ET,1683325361
420,hinton,53.4001,-117.5857,22.44,33,0,7.84,CA,1683325340
421,siuna,13.7332,-84.7773,35.31,24,32,4.69,NI,1683325361
422,ringkobing,56.0901,8.244,5.57,63,94,11.37,DK,1683325361
423,kalmunai,7.4167,81.8167,25.41,79,100,2.92,LK,1683325361
424,khandyga,62.6667,135.6,1.04,90,71,3.08,RU,1683325362
425,tongchuanshi,35.0806,109.0897,13.55,91,100,1.65,CN,1683325362
426,nyurba,63.2842,118.3319,1.59,99,100,4.05,RU,1683325362
427,shingu,33.7333,135.9833,19.96,79,60,3.41,JP,1683325363
428,kiruna,67.8557,20.2251,-3.49,80,79,1.03,SE,1683325363
429,manismata,-2.4667,111.0333,23.86,99,100,1.19,ID,1683325363
430,tozkhurmato,34.8905,44.6299,22.79,21,7,3.57,IQ,1683325363
431,tanout,14.9709,8.8879,31.54,9,2,5.44,NE,1683325363
432,port alfred,-33.5906,26.891,17.88,92,2,6.89,ZA,1683325364
433,waddan,29.1614,16.139,19.2,45,56,3.4,LY,1683325364
434,amsterdam,52.374,4.8897,13.27,90,20,2.57,NL,1683325326
435,prado,-17.3411,-39.2208,23.8,83,29,3.21,BR,1683325365
436,vilyuchinsk,52.9306,158.4028,4.15,91,100,2.08,RU,1683325365
437,bodaybo,57.8506,114.1933,3.48,79,100,3.09,RU,1683325365
438,kencong,-8.2833,113.3667,24.3,94,100,1.08,ID,1683325365
439,port shepstone,-30.7414,30.455,20.24,86,79,3.27,ZA,1683325365
440,turpan,42.9333,89.1667,13.49,17,93,0.99,CN,1683325366
441,lively,46.4334,-81.1498,14.51,65,94,2.01,CA,1683325366
